Site,Surveyor,Date,Transect_Location,Point_Location,Point_Loc_in,Point_Loc_cm,Depth_cm,Depth_raw_or_ft,Point_depth_m,Width_cm,Left_raw,Right_raw,Discharge_L_s,Velocity_ms,Discharge_EPSCOR_L_s,Stage_cm,Stage_EPSCOR_cm,Stage_ft,Stage_m,Time,Notes,ExperimentNumber,Experiment,ReachLength_m\
BDC,Anna Meyer,7/10/13,30 m from top of reach,24,,24,0.2,0.2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,30 m from top of reach,31,,31,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,30 m from top of reach,37,,37,0.5,0.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,30 m from top of reach,43,,43,1,1,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,30 m from top of reach,49,,49,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,30 m from top of reach,55,,55,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,30 m from top of reach,61,,61,3,3,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,30 m from top of reach,67,,67,4,4,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,30 m from top of reach,73,,73,2.5,2.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,30 m from top of reach,right,,74,0,,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,bottom of reach,left,0,0,0,,,73,0 cm,73 cm,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,bottom of reach,6 cm,,6,0.5,0.5 cm,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,bottom of reach,12,,12,0.5,0.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,bottom of reach,18,,18,0.5,0.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,bottom of reach,24,,24,2.5,2.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,bottom of reach,31,,31,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,bottom of reach,37,,37,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,bottom of reach,43,,43,1.5,1.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,bottom of reach,49,,49,1,1,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,bottom of reach,55,,55,0.5,0.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,bottom of reach,61,,61,2,2,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,bottom of reach,67,,67,0.5,0.5,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,bottom of reach,73,,73,0.5,0,,,,,,,,,,,,,,,,\
BDC,Anna Meyer,7/10/13,bottom of reach,right,,74,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,0,left,0,0,0,,,440,,4.4,70.78,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,0,a,,110,16,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,0,b,,220,22,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,0,c,,330,20,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,0,right,,440,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,20,left,0,0,0,,,385,,3.85,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,20,a,,96.25,13,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,20,b,,192.5,31,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,20,c,,288.75,18,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,20,right,,385,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,40,left,0,0,0,,,595,,5.95,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,40,a,,148.75,8,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,40,b,,297.5,29,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,40,c,,446.25,11,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,40,right,,595,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,60,left,0,0,0,,,230,,2.3,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,60,a,,57.5,14,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,60,b,,115,19,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,60,c,,172.5,18,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,60,right,,230,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,80,left,0,0,0,,,310,,3.1,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,80,a,,77.5,28,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,80,b,,155,30,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,80,c,,232.5,17,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,80,right,,310,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,100,left,0,0,0,,,240,,2.4,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,100,a,,60,15,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,100,b,,120,12,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,100,c,,180,4,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,7/9/14,100,right,,240,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,0,left,0,0,0,,,510,,5.1,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,0,a,,127.5,20,,,,,,39.953,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,0,b,,255,19,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,0,c,,382.5,12,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,0,right,,510,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,10,left,0,0,0,,,400,,4,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,10,a,,100,15,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,10,b,,200,14,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,10,c,,300,15,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,10,right,,400,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,30,left,0,0,0,,,430,,4.3,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,30,a,,107.5,20,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,30,b,,215,22,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,30,c,,322.5,26,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,30,right,,430,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,50,left,0,0,0,,,650,,6.5,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,50,a,,162.5,7,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,50,b,,325,18,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,50,c,,487.5,17,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,50,right,,650,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,90,left,0,0,0,,,300,,3,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,90,a,,75,18,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,90,b,,150,23,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,90,c,,225,16,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,90,right,,300,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,110,left,0,0,0,,,230,,2.3,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,110,a,,57.5,20,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,110,b,,115,16,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,110,c,,172.5,6,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,8/22/14,110,right,,230,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,0,left,0,0,0,,,140,,1.4,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,0,a,,35,8,,,,,,22.26,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,0,b,,70,12,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,0,c,,105,3,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,0,right,,140,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,10,left,0,0,0,,,390,,3.9,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,10,a,,97.5,18.5,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,10,b,,195,17.5,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,10,c,,292.5,10,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,10,right,,390,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,30,left,0,0,0,,,310,,3.1,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,30,a,,77.5,8,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,30,b,,155,10.5,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,30,c,,232.5,9,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,30,right,,310,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,50,left,0,0,0,,,220,,2.2,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,50,a,,55,9,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,50,b,,110,8,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,50,c,,165,2,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,50,right,,220,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,90,left,0,0,0,,,240,,2.4,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,90,a,,60,14,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,90,b,,120,12.5,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,90,c,,180,4.5,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,90,right,,240,0,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,110,left,0,0,0,,,210,,2.1,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,110,a,,52.5,15,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,110,b,,105,14,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,110,c,,157.5,9,,,,,,,,,,,,,,,,,\
DCF,Bianca Rodriguez-Cardona,9/26/14,110,right,,210,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,0,left,0,0,0,,,76,,0.76,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,0,a,,19,2,,,,,,2.62,0.036860364,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,0,b,,38,3,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,0,c,,57,4,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,0,right,,76,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,10,left,0,0,0,,,54,,0.54,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,10,a,,13.5,2,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,10,b,,27,6,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,10,c,,40.5,2.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,10,right,,54,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,20,left,0,0,0,,,74,,0.74,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,20,a,,18.5,2,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,20,b,,37,6,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,20,c,,55.5,2,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,20,right,,74,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,30,left,0,0,0,,,92,,0.92,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,30,a,,23,2,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,30,b,,46,2,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,30,c,,69,1,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,30,right,,92,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,40,left,0,0,0,,,120,,1.2,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,40,a,,30,5.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,40,b,,60,1.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,40,c,,90,4,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,40,right,,120,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,50,left,0,0,0,,,130,,1.3,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,50,a,,32.5,6.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,50,b,,65,5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,50,c,,97.5,5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,50,right,,130,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,60,left,0,0,0,,,91,,0.91,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,60,a,,22.75,6,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,60,b,,45.5,10.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,60,c,,68.25,7,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,60,right,,91,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,70,left,0,0,0,,,195,,1.95,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,70,a,,48.75,3,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,70,b,,97.5,2,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,70,c,,146.25,4,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,70,right,,195,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,80,left,0,0,0,,,73,,0.73,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,80,a,,18.25,3,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,80,b,,36.5,5.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,80,c,,54.75,3,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,80,right,,73,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,85,left,0,0,0,,,58,,0.58,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,85,a,,14.5,2,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,85,b,,29,6.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,85,c,,43.5,4,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,6/30/14,85,right,,58,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,0,left,0,0,0,,,170,,1.7,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,0,a,,42.5,2,,,,,,2.885,0.049104564,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,0,b,,85,1,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,0,c,,127.5,3,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,0,right,,170,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,10,left,0,0,0,,,60,,0.6,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,10,a,,15,3,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,10,b,,30,3,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,10,c,,45,1,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,10,right,,60,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,20,left,0,0,0,,,100,,1,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,20,a,,25,1,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,20,b,,50,3,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,20,c,,75,4,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,20,right,,100,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,30,left,0,0,0,,,90,,0.9,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,30,a,,22.5,1,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,30,b,,45,2,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,30,c,,67.5,0.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,30,right,,90,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,40,left,0,0,0,,,90,,0.9,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,40,a,,22.5,5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,40,b,,45,4,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,40,c,,67.5,0.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,40,right,,90,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,50,left,0,0,0,,,130,,1.3,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,50,a,,32.5,2,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,50,b,,65,8,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,50,c,,97.5,3,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,50,right,,130,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,60,left,0,0,0,,,240,,2.4,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,60,a,,60,3,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,60,b,,120,2,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,60,c,,180,2,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,60,right,,240,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,70,left,0,0,0,,,200,,2,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,70,a,,50,1,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,70,b,,100,1,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,70,c,,150,3,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,70,right,,200,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,80,left,0,0,0,,,80,,0.8,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,80,a,,20,4,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,80,b,,40,3,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,80,c,,60,1,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,80,right,,80,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,85,left,0,0,0,,,30,,0.3,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,85,a,,7.5,2,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,85,b,,15,4,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,85,c,,22.5,2,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,7/18/14,85,right,,30,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,0,left,0,0,0,,,130,,1.3,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,0,a,,32.5,0.5,,,,,,7.26,0.066823899,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,0,b,,65,6.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,0,c,,97.5,8,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,0,right,,130,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,10,left,0,0,0,,,98,,0.98,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,10,a,,24.5,2,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,10,b,,49,3.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,10,c,,73.5,5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,10,right,,98,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,20,left,0,0,0,,,100,,1,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,20,a,,25,7,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,20,b,,50,6,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,20,c,,75,2.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,20,right,,100,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,30,left,0,0,0,,,9,,0.09,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,30,a,,2.25,4,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,30,b,,4.5,4,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,30,c,,6.75,1.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,30,right,,9,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,40,left,0,0,0,,,110,,1.1,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,40,a,,27.5,1,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,40,b,,55,9,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,40,c,,82.5,6,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,40,right,,110,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,50,left,0,0,0,,,170,,1.7,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,50,a,,42.5,2,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,50,b,,85,6,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,50,c,,127.5,8,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,50,right,,170,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,60,left,0,0,0,,,160,,1.6,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,60,a,,40,13,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,60,b,,80,25,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,60,c,,120,7.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,60,right,,160,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,70,left,0,0,0,,,220,,2.2,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,70,a,,55,4,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,70,b,,110,4.5,,,,,,,,,,,,,,,,,\
